INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162039850,00301,Robbery,ROBBERY - STREET,A1,105,,05/22/2016 02:51:00 AM,2,2016,5,Sunday,Part One,SUMMER ST,42.35450139,-71.05916774,"(42.35450139, -71.05916774)"
I162068721,00619,Larceny,LARCENY ALL OTHERS,B2,568,,08/21/2016 05:00:00 PM,17,2016,8,Sunday,Part One,WALNUT AVE,42.31197821,-71.09737435,"(42.31197821, -71.09737435)"
I162078162,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,514,,09/23/2016 09:30:00 PM,21,2016,9,Friday,Part One,MILTON AVE,42.24982643,-71.11068338,"(42.24982643, -71.11068338)"
I162065470,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,314,,07/15/2016 05:00:00 PM,17,2016,7,Friday,Part One,HOWLAND ST,42.3144484,-71.08993418,"(42.3144484, -71.08993418)"
I162069715,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,,08/27/2016 07:19:00 PM,19,2016,8,Saturday,Part One,ASTORIA ST,42.28020477,-71.0869124,"(42.28020477, -71.0869124)"
I162050951,00619,Larceny,LARCENY ALL OTHERS,D4,137,,06/27/2016 07:30:00 AM,7,2016,6,Monday,Part One,COMMONWEALTH AVE,42.35080941,-71.08143615,"(42.35080941, -71.08143615)"
I162005171,00619,Larceny,LARCENY ALL OTHERS,C11,361,,01/19/2016 08:00:00 PM,20,2016,1,Tuesday,Part One,CLEMENTINE PARK,42.2926877,-71.06556673,"(42.2926877, -71.06556673)"
I162010936,00619,Larceny,LARCENY ALL OTHERS,B2,605,,02/09/2016 03:40:00 PM,15,2016,2,Tuesday,Part One,PARKER HILL AVE,42.33093363,-71.10956443,"(42.33093363, -71.10956443)"
I162018952,00301,Robbery,ROBBERY - STREET,A7,30,,03/10/2016 10:34:00 PM,22,2016,3,Thursday,Part One,LUBEC ST,42.37051363,-71.03336022,"(42.37051363, -71.03336022)"
I162014376,00619,Larceny,LARCENY ALL OTHERS,B2,280,,02/23/2016 01:53:00 PM,13,2016,2,Tuesday,Part One,WARREN ST,42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
I162080077,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,35,,09/30/2016 11:00:00 AM,11,2016,9,Friday,Part One,WEBSTER ST,42.36690003,-71.03741912,"(42.36690003, -71.03741912)"
I162073532,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,,09/02/2016 09:00:00 PM,21,2016,9,Friday,Part One,PRESIDENT TER,42.35344698,-71.12917051,"(42.35344698, -71.12917051)"
I162063389,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,123,,08/07/2016 03:33:00 PM,15,2016,8,Sunday,Part One,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I162031155,00619,Larceny,LARCENY ALL OTHERS,E5,,,04/19/2016 12:01:00 AM,0,2016,4,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162044976,00619,Larceny,LARCENY ALL OTHERS,A1,124,,06/07/2016 07:47:00 PM,19,2016,6,Tuesday,Part One,TYLER ST,42.34888042,-71.06149764,"(42.34888042, -71.06149764)"
I162070151,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,130,,08/11/2016 11:00:00 AM,11,2016,8,Thursday,Part One,DARTMOUTH ST,42.34968872,-71.07711256,"(42.34968872, -71.07711256)"
I162077526,00724,Auto Theft,AUTO THEFT,B3,474,,09/22/2016 10:45:00 AM,10,2016,9,Thursday,Part One,CUMMINS HWY,42.2711941,-71.10398639,"(42.2711941, -71.10398639)"
I162049767,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,06/23/2016 12:16:00 AM,0,2016,6,Thursday,Part One,ASHFORD ST,42.35431862,-71.12901674,"(42.35431862, -71.12901674)"
I162071925,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,09/01/2016 10:00:00 PM,22,2016,9,Thursday,Part One,GARDNER ST,42.35358822,-71.12689571,"(42.35358822, -71.12689571)"
I162033234,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,442,,04/27/2016 10:00:00 PM,22,2016,4,Wednesday,Other,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I162064259,00619,Larceny,LARCENY ALL OTHERS,A1,,,08/10/2016 02:44:00 PM,14,2016,8,Wednesday,Part One,,,,"(0E-8, 0E-8)"
I162075365,00613,Larceny,LARCENY SHOPLIFTING,A1,113,,09/15/2016 11:25:00 AM,11,2016,9,Thursday,Part One,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)"
I162013664,00724,Auto Theft,AUTO THEFT,D14,758,,02/20/2016 11:00:00 AM,11,2016,2,Saturday,Part One,WASHINGTON ST,42.34977702,-71.16452546,"(42.34977702, -71.16452546)"
I162038204,00613,Larceny,LARCENY SHOPLIFTING,A1,102,,05/16/2016 01:07:00 PM,13,2016,5,Monday,Part One,WASHINGTON ST,42.35591935,-71.06000539,"(42.35591935, -71.06000539)"
I162043356,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,774,,06/02/2016 02:38:00 PM,14,2016,6,Thursday,Part One,CHESTNUT HILL AVE,42.34082852,-71.15500372,"(42.34082852, -71.15500372)"
I162052442,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,634,,07/01/2016 09:30:00 PM,21,2016,7,Friday,Part One,MORAINE ST,42.31973262,-71.11275984,"(42.31973262, -71.11275984)"
I162058353,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,E18,490,,07/21/2016 04:30:00 PM,16,2016,7,Thursday,Part One,CUMMINS HWY,42.27645319,-71.11297971,"(42.27645319, -71.11297971)"
I162023968,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,337,,03/28/2016 07:40:00 AM,7,2016,3,Monday,Part One,GENEVA AVE,42.30506946,-71.07633253,"(42.30506946, -71.07633253)"
I162043354,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,943,,06/02/2016 02:07:00 PM,14,2016,6,Thursday,Part One,WOODBOLE AVE,42.27808246,-71.08109371,"(42.27808246, -71.08109371)"
I162051952,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,304,,06/29/2016 05:30:00 PM,17,2016,6,Wednesday,Part One,WASHINGTON ST,42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
I162053760,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,402,,07/06/2016 02:57:00 PM,14,2016,7,Wednesday,Part One,BAILEY ST,42.28466568,-71.06602188,"(42.28466568, -71.06602188)"
I162051357,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,598,,06/20/2016 12:00:00 PM,12,2016,6,Monday,Part One,DALTON ST,42.34634313,-71.08482013,"(42.34634313, -71.08482013)"
I162026258,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,162,,04/02/2016 11:00:00 AM,11,2016,4,Saturday,Part One,TRAVELER ST,42.34423781,-71.0629644,"(42.34423781, -71.0629644)"
I162015969,00724,Auto Theft,AUTO THEFT,B2,291,,02/28/2016 06:15:00 PM,18,2016,2,Sunday,Part One,HIGHLAND AVE,42.32910458,-71.09292261,"(42.32910458, -71.09292261)"
I162043596,00613,Larceny,LARCENY SHOPLIFTING,D4,627,,06/03/2016 09:10:00 AM,9,2016,6,Friday,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I162068284,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,396,,08/22/2016 11:00:00 PM,23,2016,8,Monday,Part One,WELLES AVE,42.28981981,-71.06409881,"(42.28981981, -71.06409881)"
I162072364,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,624,,09/04/2016 11:45:00 PM,23,2016,9,Sunday,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I162024865,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,347,,03/31/2016 01:09:00 PM,13,2016,3,Thursday,Part One,HECLA ST,42.30682138,-71.06030035,"(42.30682138, -71.06030035)"
I162018470,00619,Larceny,LARCENY ALL OTHERS,B3,475,,02/16/2016 06:00:00 PM,18,2016,2,Tuesday,Part One,CUMMINS HWY,42.27056677,-71.10100994,"(42.27056677, -71.10100994)"
I162041421,00613,Larceny,LARCENY SHOPLIFTING,A1,,,05/27/2016 07:48:00 AM,7,2016,5,Friday,Part One,,,,"(0E-8, 0E-8)"
I162023845,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,165,,03/28/2016 08:40:00 AM,8,2016,3,Monday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162009256,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,,,01/11/2016 12:00:00 AM,0,2016,1,Monday,Part One,LAWN,,,"(0E-8, 0E-8)"
I162070162,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,195,,08/29/2016 11:30:00 AM,11,2016,8,Monday,Other,OLD COLONY AVE,42.33195031,-71.05339374,"(42.33195031, -71.05339374)"
I162069758,00301,Robbery,ROBBERY - STREET,B3,442,,08/28/2016 12:27:00 AM,0,2016,8,Sunday,Part One,BERNARD ST,42.29243585,-71.07950617,"(42.29243585, -71.07950617)"
I162019736,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,80,,03/13/2016 08:23:00 PM,20,2016,3,Sunday,Part One,HULL ST,42.36674654,-71.055594,"(42.36674654, -71.055594)"
I162008148,00301,Robbery,ROBBERY - STREET,D4,135,,01/30/2016 07:30:00 PM,19,2016,1,Saturday,Part One,EXETER ST,42.35286509,-71.08115595,"(42.35286509, -71.08115595)"
I162077498,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,793,,09/20/2016 09:35:00 AM,9,2016,9,Tuesday,Part One,BRAINERD RD,42.34901109,-71.13042369,"(42.34901109, -71.13042369)"
I162052438,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,165,,07/02/2016 08:10:00 AM,8,2016,7,Saturday,Part One,ALBANY ST,42.339595,-71.065003,"(42.339595, -71.065003)"
I162078859,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,141,,09/14/2016 02:00:00 PM,14,2016,9,Wednesday,Part One,HEREFORD ST,42.34894667,-71.08574065,"(42.34894667, -71.08574065)"
I162014954,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,134,,02/25/2016 02:56:00 PM,14,2016,2,Thursday,Part One,BOYLSTON ST,42.3503787,-71.07626098,"(42.3503787, -71.07626098)"
I162016792,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,803,,03/02/2016 10:51:00 PM,22,2016,3,Wednesday,Part One,WILTON ST,42.35562375,-71.13354437,"(42.35562375, -71.13354437)"
I162036995,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,907,,05/11/2016 10:00:00 PM,22,2016,5,Wednesday,Part One,MAVERICK ST,42.37146769,-71.04195159,"(42.37146769, -71.04195159)"
I162006664,00613,Larceny,LARCENY SHOPLIFTING,D4,142,,01/25/2016 04:45:00 PM,16,2016,1,Monday,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I162019000,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,770,,03/09/2016 06:30:00 AM,6,2016,3,Wednesday,Part One,PARSONS ST,42.34985008,-71.15553141,"(42.34985008, -71.15553141)"
I162034456,00301,Robbery,ROBBERY - STREET,B2,183,,05/03/2016 06:36:00 PM,18,2016,5,Tuesday,Part One,DUDLEY ST,,,"(0E-8, 0E-8)"
I162025206,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,303,,03/25/2016 11:00:00 PM,23,2016,3,Friday,Part One,COLUMBUS AVE,42.3189886,-71.0983998,"(42.3189886, -71.0983998)"
I162001811,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,97,,01/07/2016 09:22:00 AM,9,2016,1,Thursday,Part One,COURT ST,42.35917307,-71.05921648,"(42.35917307, -71.05921648)"
I162079305,00301,Robbery,ROBBERY - STREET,C11,249,,09/27/2016 09:45:00 PM,21,2016,9,Tuesday,Part One,SYDNEY ST,42.31327922,-71.05292093,"(42.31327922, -71.05292093)"
I162020811,00619,Larceny,LARCENY ALL OTHERS,A1,96,,03/14/2016 07:30:00 AM,7,2016,3,Monday,Part One,E INDIA ROW,42.35840146,-71.05041556,"(42.35840146, -71.05041556)"
I162069412,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,533,,08/26/2016 09:23:00 PM,21,2016,8,Friday,Part One,RIVER ST,42.24886596,-71.13122255,"(42.24886596, -71.13122255)"
I162030682,00613,Larceny,LARCENY SHOPLIFTING,D4,624,,04/20/2016 03:13:00 PM,15,2016,4,Wednesday,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I162075704,00619,Larceny,LARCENY ALL OTHERS,A15,44,,09/15/2016 02:25:00 PM,14,2016,9,Thursday,Part One,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I162059386,00619,Larceny,LARCENY ALL OTHERS,B2,280,,07/23/2016 11:00:00 PM,23,2016,7,Saturday,Part One,HARRISON AVE,42.33048169,-71.0816673,"(42.33048169, -71.0816673)"
I162014495,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,476,,02/23/2016 08:14:00 PM,20,2016,2,Tuesday,Part One,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I152065071,00724,Auto Theft,AUTO THEFT,B2,311,,01/26/2016 10:03:00 PM,22,2016,1,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162007886,00301,Robbery,ROBBERY - STREET,C11,240,,01/29/2016 07:48:00 PM,19,2016,1,Friday,Part One,SUMNER ST,42.31848666,-71.06163397,"(42.31848666, -71.06163397)"
I162049555,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,254,,05/01/2016 08:00:00 AM,8,2016,5,Sunday,Part One,FREEPORT ST,42.30468252,-71.05627865,"(42.30468252, -71.05627865)"
I162061702,00617,Larceny,LARCENY THEFT FROM BUILDING,E18,940,,08/01/2016 06:30:00 PM,18,2016,8,Monday,Part One,GARFIELD AVE,42.24361883,-71.11989255,"(42.24361883, -71.11989255)"
I162076573,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,70,,09/17/2016 02:00:00 PM,14,2016,9,Saturday,Part One,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I162057299,00423,Aggravated Assault,ASSAULT - AGGRAVATED,A1,755,,07/18/2016 06:19:00 PM,18,2016,7,Monday,Part One,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.0627594)"
I162061975,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,747,,08/02/2016 08:44:00 PM,20,2016,8,Tuesday,Part One,BROOK FARM RD,42.29316071,-71.16484078,"(42.29316071, -71.16484078)"
I162030727,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B2,319,,04/20/2016 07:07:00 PM,19,2016,4,Wednesday,Part One,NAZING ST,42.30664081,-71.08584976,"(42.30664081, -71.08584976)"
I162069705,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,178,,08/27/2016 02:30:00 PM,14,2016,8,Saturday,Part One,,,,"(0E-8, 0E-8)"
I162074095,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,164,,09/10/2016 06:00:00 PM,18,2016,9,Saturday,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I162011573,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,285,,02/12/2016 08:26:00 PM,20,2016,2,Friday,Part One,HAMMOND ST,42.33595449,-71.08301373,"(42.33595449, -71.08301373)"
I162028990,00613,Larceny,LARCENY SHOPLIFTING,D4,134,,04/14/2016 02:06:00 PM,14,2016,4,Thursday,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)"
I162077391,00613,Larceny,LARCENY SHOPLIFTING,C6,186,,09/21/2016 07:09:00 PM,19,2016,9,Wednesday,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
I162037032,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,796,,05/12/2016 01:27:00 PM,13,2016,5,Thursday,Part One,COMMONWEALTH AVE,42.35043273,-71.1271048,"(42.35043273, -71.1271048)"
I162017937,00619,Larceny,LARCENY ALL OTHERS,E13,508,,03/07/2016 02:50:00 PM,14,2016,3,Monday,Part One,HYDE PARK AVE,42.2914365,-71.1179665,"(42.2914365, -71.1179665)"
I162060681,00616,Larceny,LARCENY THEFT OF BICYCLE,B2,290,,07/29/2016 01:50:00 PM,13,2016,7,Friday,Part One,ROXBURY ST,42.33017987,-71.09061217,"(42.33017987, -71.09061217)"
I162001176,00301,Robbery,ROBBERY - STREET,D4,143,,01/04/2016 09:15:00 PM,21,2016,1,Monday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162073486,00617,Larceny,LARCENY THEFT FROM BUILDING,E13,634,,08/26/2016 12:00:00 PM,12,2016,8,Friday,Part One,POND VIEW AVE,42.32023431,-71.11561508,"(42.32023431, -71.11561508)"
I162048638,00301,Robbery,ROBBERY - STREET,D4,624,,06/19/2016 12:30:00 AM,0,2016,6,Sunday,Part One,LANSDOWNE ST,42.34717363,-71.0964439,"(42.34717363, -71.0964439)"
I162054974,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,289,,07/12/2016 12:47:00 PM,12,2016,7,Tuesday,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I162079218,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,611,,09/27/2016 12:50:00 PM,12,2016,9,Tuesday,Part One,HUNTINGTON AVE,42.33326323,-71.1084841,"(42.33326323, -71.1084841)"
I162016696,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,130,,03/02/2016 03:02:00 PM,15,2016,3,Wednesday,Part One,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)"
I162020216,00613,Larceny,LARCENY SHOPLIFTING,E18,534,,03/15/2016 01:44:00 PM,13,2016,3,Tuesday,Part One,RIVER ST,42.24316302,-71.14175229,"(42.24316302, -71.14175229)"
I162052819,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,442,,07/03/2016 04:30:00 PM,16,2016,7,Sunday,Part One,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I162078936,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,444,,09/26/2016 06:57:00 PM,18,2016,9,Monday,Part One,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I162055498,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,564,,07/12/2016 01:00:00 PM,13,2016,7,Tuesday,Part One,WASHINGTON ST,42.29723412,-71.11669286,"(42.29723412, -71.11669286)"
I162022991,00301,Robbery,ROBBERY - STREET,C6,936,,03/23/2016 02:30:00 PM,14,2016,3,Wednesday,Part One,D ST,42.33794261,-71.05184093,"(42.33794261, -71.05184093)"
I162012197,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,02/15/2016 02:45:00 PM,14,2016,2,Monday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162076323,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,783,,09/18/2016 03:37:00 PM,15,2016,9,Sunday,Part One,CAMBRIDGE ST,42.35182904,-71.14227491,"(42.35182904, -71.14227491)"
I162031842,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,192,,04/24/2016 04:38:00 PM,16,2016,4,Sunday,Part One,PREBLE ST,42.32945117,-71.05665934,"(42.32945117, -71.05665934)"
I162049264,00613,Larceny,LARCENY SHOPLIFTING,A15,58,,06/21/2016 03:24:00 PM,15,2016,6,Tuesday,Part One,AUSTIN ST,42.37479451,-71.06600871,"(42.37479451, -71.06600871)"
I162055504,00617,Larceny,LARCENY THEFT FROM BUILDING,E5,564,,07/11/2016 08:30:00 PM,20,2016,7,Monday,Part One,ARCHDALE RD,42.29314152,-71.12204364,"(42.29314152, -71.12204364)"
I162028060,00619,Larceny,LARCENY ALL OTHERS,E18,512,,04/11/2016 03:57:00 PM,15,2016,4,Monday,Part One,TRUMAN PKWY,42.25237344,-71.11838883,"(42.25237344, -71.11838883)"
I162035727,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,624,,05/08/2016 01:40:00 AM,1,2016,5,Sunday,Part One,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
I162032615,00613,Larceny,LARCENY SHOPLIFTING,D4,620,,04/27/2016 10:42:00 AM,10,2016,4,Wednesday,Part One,MASSACHUSETTS AVE,42.34676463,-71.08747789,"(42.34676463, -71.08747789)"
I162064022,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,788,,08/09/2016 07:30:00 AM,7,2016,8,Tuesday,Part One,COMMONWEALTH AVE,42.33970952,-71.15175699,"(42.33970952, -71.15175699)"
I162069428,00724,Auto Theft,AUTO THEFT,D14,795,,08/26/2016 10:01:00 PM,22,2016,8,Friday,Part One,N BEACON ST,42.35367861,-71.13819856,"(42.35367861, -71.13819856)"
I162064249,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,771,,08/10/2016 01:45:00 PM,13,2016,8,Wednesday,Part One,CHESTNUT HILL AVE,42.34829397,-71.15383416,"(42.34829397, -71.15383416)"
I162016514,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,685,,02/29/2016 09:00:00 PM,21,2016,2,Monday,Part One,ROSLINDALE AVE,42.27919516,-71.1403396,"(42.27919516, -71.1403396)"
I162060861,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,393,,07/29/2016 08:40:00 PM,20,2016,7,Friday,Part One,ASHMONT ST,42.28600087,-71.06344648,"(42.28600087, -71.06344648)"
I162056896,00619,Larceny,LARCENY ALL OTHERS,D14,811,,07/17/2016 01:48:00 PM,13,2016,7,Sunday,Part One,RAYMOND ST,42.3616125,-71.13401775,"(42.3616125, -71.13401775)"
I162045638,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,131,,06/09/2016 06:05:00 PM,18,2016,6,Thursday,Part One,BEACON ST,42.35480857,-71.07479579,"(42.35480857, -71.07479579)"
I140110321-00,0403,Aggravated Assault,ASSAULT & BATTERY D/W - OTHER,B2,258,,01/24/2016 01:45:00 AM,1,2016,1,Sunday,Part One,DUDLEY ST,42.31840989,-71.06829176,"(42.31840989, -71.06829176)"
I162043922,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,789,,06/03/2016 06:00:00 PM,18,2016,6,Friday,Part One,CHISWICK RD,42.33787906,-71.15075054,"(42.33787906, -71.15075054)"
I162009607,00611,Larceny,LARCENY PICK-POCKET,D4,153,,02/04/2016 08:41:00 PM,20,2016,2,Thursday,Part One,TREMONT ST,42.34218704,-71.07494905,"(42.34218704, -71.07494905)"
I162001625,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,304,,01/06/2016 01:42:00 PM,13,2016,1,Wednesday,Part One,NOTRE DAME ST,42.31852698,-71.09664983,"(42.31852698, -71.09664983)"
I162035638,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,296,,05/07/2016 07:00:00 AM,7,2016,5,Saturday,Part One,WARREN ST,42.32221645,-71.08206723,"(42.32221645, -71.08206723)"
I162072800,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,125,,09/07/2016 04:03:00 AM,4,2016,9,Wednesday,Part One,STUART ST,42.3504118,-71.06896028,"(42.3504118, -71.06896028)"
I162011840,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,621,,02/14/2016 12:38:00 AM,0,2016,2,Sunday,Part One,COMMONWEALTH AVE,42.3492468,-71.08956259,"(42.3492468, -71.08956259)"
I162006176,00613,Larceny,LARCENY SHOPLIFTING,C11,385,,01/23/2016 01:55:00 PM,13,2016,1,Saturday,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I162069586,00617,Larceny,LARCENY THEFT FROM BUILDING,B2,613,,08/24/2016 12:03:00 PM,12,2016,8,Wednesday,Part One,RIVERWAY,42.34336892,-71.10472158,"(42.34336892, -71.10472158)"
I162007705,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,23,,01/29/2016 09:39:00 AM,9,2016,1,Friday,Part One,LEXINGTON ST,42.377257,-71.03873841,"(42.377257, -71.03873841)"
I162041804,00613,Larceny,LARCENY SHOPLIFTING,C11,385,,05/28/2016 10:19:00 AM,10,2016,5,Saturday,Part One,GALLIVAN BLVD,42.28410589,-71.04608937,"(42.28410589, -71.04608937)"
I162044828,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,468,,06/07/2016 12:46:00 PM,12,2016,6,Tuesday,Part One,OUTLOOK RD,42.28245514,-71.09448768,"(42.28245514, -71.09448768)"
I162060737,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,124,,07/29/2016 05:44:00 PM,17,2016,7,Friday,Part One,HARRISON AVE,42.34799065,-71.062573,"(42.34799065, -71.062573)"
I162071510,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,26,,08/22/2016 01:01:00 PM,13,2016,8,Monday,Part One,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I162076875,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,C11,250,,09/16/2016 10:30:00 AM,10,2016,9,Friday,Part One,SAVIN HILL AVE,42.31248165,-71.04829028,"(42.31248165, -71.04829028)"
I162034552,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,159,,05/04/2016 08:17:00 AM,8,2016,5,Wednesday,Part One,SHAWMUT AVE,42.34236158,-71.07024069,"(42.34236158, -71.07024069)"
I162023931,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,91,,03/28/2016 12:00:00 PM,12,2016,3,Monday,Part One,HANOVER ST,42.3627524,-71.05556461,"(42.3627524, -71.05556461)"
I162060495,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,330,,07/28/2016 09:16:00 PM,21,2016,7,Thursday,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.3043395, -71.08477887)"
I162004483,00617,Larceny,LARCENY THEFT FROM BUILDING,C6,186,,01/16/2016 07:55:00 AM,7,2016,1,Saturday,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
