INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I162055100,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,07/11/2016 01:20:00 PM,13,2016,7,Monday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162005173,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,298,Y,01/19/2016 08:19:00 PM,20,2016,1,Tuesday,Part One,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
I162004520,00619,Larceny,LARCENY ALL OTHERS,D4,149,,01/17/2016 11:29:00 AM,11,2016,1,Sunday,Part One,W CANTON ST,42.34543327,-71.07739498,"(42.34543327, -71.07739498)"
I162029500,00301,Robbery,ROBBERY - STREET,C11,341,,04/16/2016 11:12:00 AM,11,2016,4,Saturday,Part One,BOWDOIN ST,42.30553434,-71.06788511,"(42.30553434, -71.06788511)"
I162044993,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,06/07/2016 08:40:00 PM,20,2016,6,Tuesday,Part One,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
I162062198,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,430,,08/03/2016 02:53:00 PM,14,2016,8,Wednesday,Part One,BLUE HILL AVE,42.28548568,-71.09090863,"(42.28548568, -71.09090863)"
I162069702,00301,Robbery,ROBBERY - STREET,B3,458,,08/27/2016 06:15:00 PM,18,2016,8,Saturday,Part One,BLUE HILL AVE,42.3018969,-71.08554944,"(42.3018969, -71.08554944)"
I162067316,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,304,,08/15/2016 09:00:00 AM,9,2016,8,Monday,Part One,WASHINGTON ST,42.31851534,-71.09560596,"(42.31851534, -71.09560596)"
I162048115,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,237,,06/16/2016 06:50:00 PM,18,2016,6,Thursday,Part One,COLUMBIA RD,42.31919392,-71.06316007,"(42.31919392, -71.06316007)"
I162060470,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,07/28/2016 08:42:00 PM,20,2016,7,Thursday,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162073770,00619,Larceny,LARCENY ALL OTHERS,,,,01/01/2016 11:00:00 AM,11,2016,1,Friday,Part One,ALLANDALE,-1,-1,"(-1, -1)"
I162023310,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,364,,03/26/2016 12:43:00 AM,0,2016,3,Saturday,Part One,WHITTEN ST,42.293755,-71.05789109,"(42.293755, -71.05789109)"
I162029116,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,377,,04/13/2016 08:00:00 PM,20,2016,4,Wednesday,Part One,TRAIN ST,42.29001018,-71.05268862,"(42.29001018, -71.05268862)"
I162078363,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,155,,09/24/2016 01:00:00 PM,13,2016,9,Saturday,Part One,WORCESTER ST,42.34102033,-71.07972113,"(42.34102033, -71.07972113)"
I162072814,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,824,,08/31/2016 05:00:00 PM,17,2016,8,Wednesday,Part One,BROOKS ST,42.37958999,-71.03556964,"(42.37958999, -71.03556964)"
I162059814,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,166,,07/26/2016 07:35:00 PM,19,2016,7,Tuesday,Part One,WASHINGTON ST,42.34148578,-71.06920852,"(42.34148578, -71.06920852)"
I162066486,00613,Larceny,LARCENY SHOPLIFTING,D4,138,,08/17/2016 10:56:00 AM,10,2016,8,Wednesday,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.0810344)"
I162028020,00613,Larceny,LARCENY SHOPLIFTING,D4,149,,04/11/2016 02:49:00 PM,14,2016,4,Monday,Part One,COLUMBUS AVE,42.34657497,-71.0743865,"(42.34657497, -71.0743865)"
I162056205,00619,Larceny,LARCENY ALL OTHERS,C6,222,,07/15/2016 12:35:00 AM,0,2016,7,Friday,Part One,E THIRD ST,42.33648288,-71.03663037,"(42.33648288, -71.03663037)"
I162062709,00619,Larceny,LARCENY ALL OTHERS,E13,574,,08/04/2016 10:30:00 PM,22,2016,8,Thursday,Part One,AMORY ST,42.31153141,-71.10626439,"(42.31153141, -71.10626439)"
I162049361,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,628,,06/14/2016 05:10:00 PM,17,2016,6,Tuesday,Part One,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I162023261,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,138,,03/25/2016 09:00:00 AM,9,2016,3,Friday,Part One,NEWBURY ST,42.3494205,-71.083158,"(42.3494205, -71.083158)"
I162066240,00724,Auto Theft,AUTO THEFT,,,,08/15/2016 10:00:00 PM,22,2016,8,Monday,Part One,MONSIGNOR DENNIS F O'CALL,-1,-1,"(-1, -1)"
I162025354,00619,Larceny,LARCENY ALL OTHERS,A1,,,04/01/2016 09:03:00 PM,21,2016,4,Friday,Part One,,,,"(0E-8, 0E-8)"
I162067940,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,793,,08/22/2016 05:50:00 AM,5,2016,8,Monday,Part One,COMMONWEALTH AVE,42.34838862,-71.13455322,"(42.34838862, -71.13455322)"
I162016697,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,120,,03/02/2016 03:30:00 PM,15,2016,3,Wednesday,Part One,BOYLSTON ST,42.3520464,-71.06992523,"(42.3520464, -71.06992523)"
I162038335,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,311,,05/16/2016 09:54:00 PM,21,2016,5,Monday,Part One,MAYWOOD ST,42.31785924,-71.0810356,"(42.31785924, -71.0810356)"
I162055371,00301,Robbery,ROBBERY - STREET,A1,98,,07/10/2016 02:00:00 AM,2,2016,7,Sunday,Part One,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)"
I162039216,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,138,,05/19/2016 08:41:00 PM,20,2016,5,Thursday,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I162065805,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,15,,08/15/2016 07:30:00 AM,7,2016,8,Monday,Part One,MOORE ST,42.38399469,-71.01971252,"(42.38399469, -71.01971252)"
I162010635,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,133,,02/09/2016 10:18:00 AM,10,2016,2,Tuesday,Part One,COMMONWEALTH AVE,42.35317358,-71.07266833,"(42.35317358, -71.07266833)"
I162023204,00617,Larceny,LARCENY THEFT FROM BUILDING,B3,464,,03/25/2016 04:33:00 PM,16,2016,3,Friday,Part One,BLUE HILL AVE,42.29012204,-71.08964896,"(42.29012204, -71.08964896)"
I162038157,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,,,05/15/2016 03:20:00 PM,15,2016,5,Sunday,Part One,RIVER,42.33335116,-71.11229054,"(42.33335116, -71.11229054)"
I162012554,00361,Robbery,ROBBERY - OTHER,B2,319,,02/16/2016 08:46:00 PM,20,2016,2,Tuesday,Part One,WAYNE ST,42.3072423,-71.08551704,"(42.3072423, -71.08551704)"
I162066600,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,157,,08/17/2016 01:30:00 PM,13,2016,8,Wednesday,Part One,SHAWMUT AVE,42.33983658,-71.07427557,"(42.33983658, -71.07427557)"
I162030935,00351,Robbery,ROBBERY - BANK,E18,525,,04/21/2016 02:04:00 PM,14,2016,4,Thursday,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I162007397,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,144,,01/28/2016 10:52:00 AM,10,2016,1,Thursday,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)"
I162024159,00619,Larceny,LARCENY ALL OTHERS,E13,634,,03/21/2016 09:00:00 AM,9,2016,3,Monday,Part One,HALIFAX ST,42.3205495,-71.11479066,"(42.3205495, -71.11479066)"
I162034445,00361,Robbery,ROBBERY - OTHER,C11,459,,05/03/2016 06:41:00 PM,18,2016,5,Tuesday,Part One,WASHINGTON ST,42.30356539,-71.07868148,"(42.30356539, -71.07868148)"
I162011521,00619,Larceny,LARCENY ALL OTHERS,A1,,,02/12/2016 04:52:00 PM,16,2016,2,Friday,Part One,,,,"(0E-8, 0E-8)"
I162007408,00619,Larceny,LARCENY ALL OTHERS,E18,512,,01/28/2016 09:32:00 AM,9,2016,1,Thursday,Part One,FAIRMOUNT AVE,42.25169697,-71.11738135,"(42.25169697, -71.11738135)"
I162031230,00724,Auto Theft,AUTO THEFT,D4,170,,04/22/2016 02:28:00 PM,14,2016,4,Friday,Part One,E CONCORD ST,42.33753031,-71.07448985,"(42.33753031, -71.07448985)"
I162049220,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,390,,06/21/2016 01:55:00 AM,1,2016,6,Tuesday,Part One,VERDUN ST,42.28259826,-71.05956191,"(42.28259826, -71.05956191)"
I162057780,00619,Larceny,LARCENY ALL OTHERS,B2,586,,05/09/2016 12:00:00 PM,12,2016,5,Monday,Part One,PARKER ST,42.3275408,-71.09950013,"(42.3275408, -71.09950013)"
I162063165,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,780,,08/06/2016 06:43:00 PM,18,2016,8,Saturday,Part One,GLENCOE ST,42.35519441,-71.14786584,"(42.35519441, -71.14786584)"
I162071243,00619,Larceny,LARCENY ALL OTHERS,A7,34,,09/01/2016 03:23:00 PM,15,2016,9,Thursday,Part One,SUMNER ST,42.3654383,-71.03184193,"(42.3654383, -71.03184193)"
I162046138,00613,Larceny,LARCENY SHOPLIFTING,B2,239,,06/11/2016 01:32:00 PM,13,2016,6,Saturday,Part One,DUDLEY ST,42.31735472,-71.0658297,"(42.31735472, -71.0658297)"
I162061288,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,676,,07/31/2016 11:30:00 AM,11,2016,7,Sunday,Part One,AINSWORTH ST,42.28929147,-71.14114771,"(42.28929147, -71.14114771)"
I162032220,00724,Auto Theft,AUTO THEFT,B2,328,,04/25/2016 09:30:00 PM,21,2016,4,Monday,Part One,COLEUS PARK,42.31002276,-71.07610266,"(42.31002276, -71.07610266)"
I162056458,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,755,,07/15/2016 05:45:00 PM,17,2016,7,Friday,Part One,WASHINGTON ST,42.35174282,-71.0627594,"(42.35174282, -71.0627594)"
I162027052,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,A1,,,04/07/2016 11:04:00 PM,23,2016,4,Thursday,Part One,CHARLES RIVER,,,"(0E-8, 0E-8)"
I162008050,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,296,,01/30/2016 05:00:00 AM,5,2016,1,Saturday,Part One,COPELAND ST,42.3219484,-71.08138427,"(42.3219484, -71.08138427)"
I162008292,00724,Auto Theft,AUTO THEFT,C11,364,,01/31/2016 10:30:00 AM,10,2016,1,Sunday,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.2944367, -71.05661774)"
I162044927,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,643,,06/07/2016 05:19:00 PM,17,2016,6,Tuesday,Part One,BREWER ST,42.31178961,-71.11567256,"(42.31178961, -71.11567256)"
I162013179,00613,Larceny,LARCENY SHOPLIFTING,A1,111,,02/19/2016 08:25:00 AM,8,2016,2,Friday,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)"
I162037115,00301,Robbery,ROBBERY - STREET,E13,581,,05/12/2016 05:53:00 PM,17,2016,5,Thursday,Part One,CENTRE ST,42.32291406,-71.10328402,"(42.32291406, -71.10328402)"
I162005218,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,A1,70,,01/20/2016 01:20:00 AM,1,2016,1,Wednesday,Part One,CHARLES ST,42.35739591,-71.07008873,"(42.35739591, -71.07008873)"
I162058828,00301,Robbery,ROBBERY - STREET,,,,07/23/2016 06:46:00 PM,18,2016,7,Saturday,Part One,CODMAN,-1,-1,"(-1, -1)"
I162054922,00724,Auto Theft,AUTO THEFT,D4,,,07/10/2016 06:30:00 PM,18,2016,7,Sunday,Part One,,,,"(0E-8, 0E-8)"
I162045225,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,924,,06/08/2016 01:50:00 PM,13,2016,6,Wednesday,Part One,WASHINGTON ST,42.34425779,-71.14383621,"(42.34425779, -71.14383621)"
I162075408,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,634,,09/15/2016 05:04:00 PM,17,2016,9,Thursday,Part One,PERKINS ST,42.32153034,-71.1124714,"(42.32153034, -71.1124714)"
I162068285,00616,Larceny,LARCENY THEFT OF BICYCLE,A1,66,,08/21/2016 10:00:00 PM,22,2016,8,Sunday,Part One,GROVE ST,42.35990168,-71.06864465,"(42.35990168, -71.06864465)"
I162005641,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,771,,01/21/2016 04:09:00 PM,16,2016,1,Thursday,Part One,PEACEABLE ST,42.34793886,-71.15229604,"(42.34793886, -71.15229604)"
I162042932,00619,Larceny,LARCENY ALL OTHERS,A1,77,,06/01/2016 08:30:00 AM,8,2016,6,Wednesday,Part One,NEW CHARDON ST,42.3623538,-71.06199048,"(42.3623538, -71.06199048)"
I162002643,00617,Larceny,LARCENY THEFT FROM BUILDING,A15,43,,01/10/2016 10:50:00 AM,10,2016,1,Sunday,Part One,OLD IRONSIDES WAY,42.38020475,-71.057414,"(42.38020475, -71.057414)"
I162042090,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,619,,05/29/2016 06:00:00 AM,6,2016,5,Sunday,Part One,GAINSBOROUGH ST,42.34239114,-71.08872018,"(42.34239114, -71.08872018)"
I162074669,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,09/13/2016 01:54:00 AM,1,2016,9,Tuesday,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
I162065827,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,158,,08/15/2016 02:38:00 PM,14,2016,8,Monday,Part One,SAN JUAN ST,42.34143928,-71.07364766,"(42.34143928, -71.07364766)"
I162032506,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,435,,04/26/2016 08:21:00 PM,20,2016,4,Tuesday,Part One,WENTWORTH TER,42.28649435,-71.07406771,"(42.28649435, -71.07406771)"
I162026938,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,197,,04/04/2016 11:00:00 PM,23,2016,4,Monday,Part One,BAXTER ST,42.33686384,-71.05581792,"(42.33686384, -71.05581792)"
I162023488,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,445,,03/25/2016 08:00:00 PM,20,2016,3,Friday,Part One,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I162034259,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,178,,05/03/2016 03:10:00 AM,3,2016,5,Tuesday,Part One,POMPEII ST,42.32969471,-71.0704441,"(42.32969471, -71.0704441)"
I162013353,00619,Larceny,LARCENY ALL OTHERS,A1,87,,02/19/2016 07:44:00 PM,19,2016,2,Friday,Part One,BATTERY ST,42.36631992,-71.05208484,"(42.36631992, -71.05208484)"
I162038334,00616,Larceny,LARCENY THEFT OF BICYCLE,D4,170,,05/13/2016 06:00:00 PM,18,2016,5,Friday,Part One,WASHINGTON ST,42.33767953,-71.07529119,"(42.33767953, -71.07529119)"
I162001281,00619,Larceny,LARCENY ALL OTHERS,B3,430,,01/05/2016 04:00:00 PM,16,2016,1,Tuesday,Part One,BLUE HILL AVE,42.28451318,-71.09125682,"(42.28451318, -71.09125682)"
I162022408,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,326,,03/22/2016 09:00:00 PM,21,2016,3,Tuesday,Part One,DUNKELD ST,42.31277782,-71.07562922,"(42.31277782, -71.07562922)"
I162025453,00724,Auto Theft,AUTO THEFT,C11,249,,04/02/2016 03:44:00 AM,3,2016,4,Saturday,Part One,SAXTON ST,42.31359091,-71.05432387,"(42.31359091, -71.05432387)"
I162029809,00616,Larceny,LARCENY THEFT OF BICYCLE,E13,574,,04/16/2016 11:00:00 PM,23,2016,4,Saturday,Part One,BROOKSIDE AVE,42.31169618,-71.10491751,"(42.31169618, -71.10491751)"
I162051104,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,328,,06/27/2016 05:22:00 PM,17,2016,6,Monday,Part One,INTERVALE ST,42.31049939,-71.07733579,"(42.31049939, -71.07733579)"
I162030037,00611,Larceny,LARCENY PICK-POCKET,A1,121,,04/14/2016 01:06:00 PM,13,2016,4,Thursday,Part One,,,,"(0E-8, 0E-8)"
I162060938,00617,Larceny,LARCENY THEFT FROM BUILDING,A7,17,,07/29/2016 12:00:00 PM,12,2016,7,Friday,Part One,SHELBY ST,42.38090412,-71.02795572,"(42.38090412, -71.02795572)"
I162057598,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,319,,07/19/2016 04:03:00 PM,16,2016,7,Tuesday,Part One,ELM HILL AVE,42.30973269,-71.08734852,"(42.30973269, -71.08734852)"
I162013352,00619,Larceny,LARCENY ALL OTHERS,D14,758,,02/17/2016 03:45:00 PM,15,2016,2,Wednesday,Part One,BRACKETT ST,42.35110337,-71.16524536,"(42.35110337, -71.16524536)"
I162013259,00301,Robbery,ROBBERY - STREET,B3,481,,02/19/2016 11:00:00 AM,11,2016,2,Friday,Part One,RIVER ST,42.26681254,-71.09566961,"(42.26681254, -71.09566961)"
I162049004,00900,Arson,ARSON,C6,214,,06/20/2016 06:26:00 PM,18,2016,6,Monday,Other,W FIFTH ST,42.33702107,-71.05170118,"(42.33702107, -71.05170118)"
I162064464,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,447,,08/11/2016 07:54:00 PM,19,2016,8,Thursday,Part One,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
I162009439,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,,02/01/2016 12:00:00 AM,0,2016,2,Monday,Part One,NORTHAMPTON ST,42.33491745,-71.07632286,"(42.33491745, -71.07632286)"
I162012161,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,138,,02/15/2016 11:20:00 AM,11,2016,2,Monday,Part One,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I162042645,00619,Larceny,LARCENY ALL OTHERS,A1,,,05/31/2016 11:20:00 AM,11,2016,5,Tuesday,Part One,,,,"(0E-8, 0E-8)"
I162035900,00619,Larceny,LARCENY ALL OTHERS,E13,906,,05/08/2016 08:16:00 PM,20,2016,5,Sunday,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I162035775,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,351,,05/08/2016 11:59:00 AM,11,2016,5,Sunday,Part One,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I162001699,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,112,,01/07/2016 05:50:00 AM,5,2016,1,Thursday,Part One,CHAUNCY ST,42.35408145,-71.05977436,"(42.35408145, -71.05977436)"
I162063670,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,105,,08/08/2016 04:28:00 PM,16,2016,8,Monday,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I162049563,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,938,,01/01/2016 12:00:00 AM,0,2016,1,Friday,Part One,FIDELIS WAY,42.34531664,-71.14298078,"(42.34531664, -71.14298078)"
I162062579,00619,Larceny,LARCENY ALL OTHERS,D4,620,,08/04/2016 06:26:00 PM,18,2016,8,Thursday,Part One,MASSACHUSETTS AVE,42.34709349,-71.08764568,"(42.34709349, -71.08764568)"
I162065685,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,A1,98,,08/15/2016 01:20:00 AM,1,2016,8,Monday,Part One,CONGRESS ST,42.3578953,-71.05648542,"(42.3578953, -71.05648542)"
I162048949,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D14,803,,06/20/2016 03:34:00 PM,15,2016,6,Monday,Other,PENNIMAN RD,42.35551241,-71.13653726,"(42.35551241, -71.13653726)"
I162071536,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,334,,08/29/2016 07:30:00 PM,19,2016,8,Monday,Part One,RONAN ST,42.31106545,-71.06693233,"(42.31106545, -71.06693233)"
I162080550,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,10/01/2016 09:15:00 PM,21,2016,10,Saturday,Part One,ASHFORD ST,42.35431862,-71.12901674,"(42.35431862, -71.12901674)"
I162058918,00613,Larceny,LARCENY SHOPLIFTING,E5,563,,07/24/2016 12:26:00 AM,0,2016,7,Sunday,Part One,WASHINGTON ST,42.28915799,-71.12522353,"(42.28915799, -71.12522353)"
I162049338,00301,Robbery,ROBBERY - STREET,A1,85,,06/21/2016 05:00:00 PM,17,2016,6,Tuesday,Part One,THACHER ST,42.36531759,-71.05707791,"(42.36531759, -71.05707791)"
I162030956,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,297,,04/21/2016 03:04:00 PM,15,2016,4,Thursday,Part One,ROCKLAND ST,42.32195809,-71.08351213,"(42.32195809, -71.08351213)"
I162021527,00724,Auto Theft,AUTO THEFT,A1,64,,03/19/2016 06:38:00 PM,18,2016,3,Saturday,Part One,CHARLES ST,42.36192792,-71.07081974,"(42.36192792, -71.07081974)"
I162007990,00619,Larceny,LARCENY ALL OTHERS,E18,545,,01/30/2016 08:56:00 AM,8,2016,1,Saturday,Part One,BRAEBURN RD,42.26011799,-71.12783225,"(42.26011799, -71.12783225)"
I162018595,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,,03/09/2016 06:59:00 PM,18,2016,3,Wednesday,Part One,CABOT ST,42.333382,-71.08745421,"(42.333382, -71.08745421)"
I162005831,00617,Larceny,LARCENY THEFT FROM BUILDING,C11,348,,01/20/2016 10:00:00 AM,10,2016,1,Wednesday,Part One,FREEPORT ST,42.30573129,-71.05755949,"(42.30573129, -71.05755949)"
I162076516,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,241,,09/16/2016 04:00:00 PM,16,2016,9,Friday,Part One,COLUMBIA RD,42.3175098,-71.06423364,"(42.3175098, -71.06423364)"
I162018382,00301,Robbery,ROBBERY - STREET,B2,328,,03/08/2016 10:13:00 PM,22,2016,3,Tuesday,Part One,LAWRENCE AVE,42.31136222,-71.07582056,"(42.31136222, -71.07582056)"
I162044941,00619,Larceny,LARCENY ALL OTHERS,B2,267,,06/07/2016 06:35:00 PM,18,2016,6,Tuesday,Part One,FOREST PL,42.32606149,-71.07631954,"(42.32606149, -71.07631954)"
I162076439,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,800,Y,09/18/2016 10:10:00 PM,22,2016,9,Sunday,Part One,LINDEN ST,42.35540113,-71.13090649,"(42.35540113, -71.13090649)"
I162041437,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,294,,05/27/2016 09:41:00 AM,9,2016,5,Friday,Part One,AKRON ST,42.32534699,-71.08448133,"(42.32534699, -71.08448133)"
I162038164,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,794,,05/16/2016 12:00:00 AM,0,2016,5,Monday,Part One,QUINT AVE,42.3519478,-71.13410791,"(42.3519478, -71.13410791)"
I162032952,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,78,,04/28/2016 12:00:00 PM,12,2016,4,Thursday,Part One,HANOVER ST,42.36179428,-71.0571127,"(42.36179428, -71.0571127)"
I162071411,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E18,533,,09/01/2016 04:00:00 AM,4,2016,9,Thursday,Part One,READVILLE ST,42.24495029,-71.13344844,"(42.24495029, -71.13344844)"
I162000629,00724,Auto Theft,AUTO THEFT,D4,170,,01/02/2016 03:00:00 PM,15,2016,1,Saturday,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I162061701,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C6,214,,08/01/2016 09:41:00 PM,21,2016,8,Monday,Part One,W FIFTH ST,42.33702107,-71.05170118,"(42.33702107, -71.05170118)"
I162002705,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,760,,01/06/2016 10:00:00 PM,22,2016,1,Wednesday,Part One,BEECHCROFT ST,42.35167293,-71.16115206,"(42.35167293, -71.16115206)"
I162065309,00611,Larceny,LARCENY PICK-POCKET,A1,,,08/13/2016 08:42:00 PM,20,2016,8,Saturday,Part One,HARRISON AVE,,,"(0E-8, 0E-8)"
I162001489,00613,Larceny,LARCENY SHOPLIFTING,A1,73,,01/04/2016 05:16:00 PM,17,2016,1,Monday,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)"
I162045557,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,35,,06/09/2016 02:08:00 PM,14,2016,6,Thursday,Part One,ORLEANS ST,42.36792968,-71.0381222,"(42.36792968, -71.0381222)"
I162053263,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A7,17,,07/03/2016 10:00:00 PM,22,2016,7,Sunday,Part One,LEXINGTON SQ,42.38121824,-71.02851885,"(42.38121824, -71.02851885)"
I162060162,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,,,,07/27/2016 10:09:00 PM,22,2016,7,Wednesday,Part One,,42.35142962,-71.07043512,"(42.35142962, -71.07043512)"
I162021707,00617,Larceny,LARCENY THEFT FROM BUILDING,A1,91,,03/11/2016 05:00:00 AM,5,2016,3,Friday,Part One,ATLANTIC AVE,42.3613248,-71.05243553,"(42.3613248, -71.05243553)"
I162017517,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,222,,03/05/2016 07:14:00 PM,19,2016,3,Saturday,Part One,L ST,42.33606673,-71.03543794,"(42.33606673, -71.03543794)"
I162051759,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E18,545,,06/29/2016 12:30:00 PM,12,2016,6,Wednesday,Part One,BRAEBURN RD,42.26011799,-71.12783225,"(42.26011799, -71.12783225)"
I162044030,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,145,,06/04/2016 08:00:00 AM,8,2016,6,Saturday,Part One,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.0831454)"
